Data;Sensor;Hora_Ativo;ConsumoWH
07/03/2025;Quarto 02;20:51:00;31275,00
08/03/2025;Quarto 02;09:56:00;14900,00
09/03/2025;Quarto 02;11:38:00;17450,00
10/03/2025;Quarto 02;13:58:00;20950,00
11/03/2025;Quarto 02;18:15:00;27375,00
12/03/2025;Quarto 02;02:22:00;3550,00
13/03/2025;Quarto 02;12:21:00;18525,00
14/03/2025;Quarto 02;17:33:00;26325,00
15/03/2025;Quarto 02;04:28:00;6700,00
16/03/2025;Quarto 02;14:58:00;22450,00
17/03/2025;Quarto 02;08:10:00;12250,00
18/03/2025;Quarto 02;06:52:00;10300,00
19/03/2025;Quarto 02;18:10:00;27250,00
20/03/2025;Quarto 02;21:21:00;32025,00
21/03/2025;Quarto 02;15:45:00;23625,00
22/03/2025;Quarto 02;17:23:00;26075,00
23/03/2025;Quarto 02;15:58:00;23950,00
24/03/2025;Quarto 02;06:11:00;9275,00
25/03/2025;Quarto 02;07:53:00;11825,00
26/03/2025;Quarto 02;10:30:00;15750,00
27/03/2025;Quarto 02;18:12:00;27300,00
28/03/2025;Quarto 02;13:23:00;20075,00
29/03/2025;Quarto 02;10:01:00;15025,00
30/03/2025;Quarto 02;08:31:00;12775,00
31/03/2025;Quarto 02;12:37:00;18925,00
01/04/2025;Quarto 02;13:01:00;19525,00
02/04/2025;Quarto 02;15:50:00;23750,00
03/04/2025;Quarto 02;06:53:00;10325,00
04/04/2025;Quarto 02;14:59:00;22475,00
05/04/2025;Quarto 02;18:16:00;27400,00
06/04/2025;Quarto 02;10:19:00;15475,00
07/04/2025;Quarto 02;17:45:00;26625,00
08/04/2025;Quarto 02;15:23:00;23075,00
09/04/2025;Quarto 02;12:49:00;19225,00
10/04/2025;Quarto 02;15:14:00;22850,00
11/04/2025;Quarto 02;01:00:00;1500,00
12/04/2025;Quarto 02;03:13:00;4825,00
13/04/2025;Quarto 02;03:10:00;4750,00
14/04/2025;Quarto 02;11:13:00;16825,00
15/04/2025;Quarto 02;13:09:00;19725,00
16/04/2025;Quarto 02;01:24:00;2100,00
17/04/2025;Quarto 02;05:26:00;8150,00
18/04/2025;Quarto 02;14:14:00;21350,00
19/04/2025;Quarto 02;03:27:00;5175,00
20/04/2025;Quarto 02;14:03:00;21075,00
21/04/2025;Quarto 02;11:52:00;17800,00
22/04/2025;Quarto 02;17:25:00;26125,00
23/04/2025;Quarto 02;18:17:00;27425,00
24/04/2025;Quarto 02;02:41:00;4025,00
25/04/2025;Quarto 02;09:33:00;14325,00
26/04/2025;Quarto 02;13:40:00;20500,00
27/04/2025;Quarto 02;11:55:00;17875,00
28/04/2025;Quarto 02;05:33:00;8325,00
29/04/2025;Quarto 02;10:04:00;15100,00
30/04/2025;Quarto 02;16:40:00;25000,00
01/05/2025;Quarto 02;18:48:00;28200,00
02/05/2025;Quarto 02;19:50:00;29750,00
03/05/2025;Quarto 02;07:19:00;10975,00
04/05/2025;Quarto 02;03:20:00;5000,00
05/05/2025;Quarto 02;19:23:00;29075,00
06/05/2025;Quarto 02;08:13:00;12325,00
07/05/2025;Quarto 02;06:01:00;9025,00
08/05/2025;Quarto 02;15:56:00;23900,00
09/05/2025;Quarto 02;16:21:00;24525,00
10/05/2025;Quarto 02;19:02:00;28550,00
11/05/2025;Quarto 02;15:32:00;23300,00
12/05/2025;Quarto 02;14:50:00;22250,00
13/05/2025;Quarto 02;03:09:00;4725,00
14/05/2025;Quarto 02;10:09:00;15225,00
15/05/2025;Quarto 02;04:34:00;6850,00
16/05/2025;Quarto 02;20:20:00;30500,00
17/05/2025;Quarto 02;14:13:00;21325,00
18/05/2025;Quarto 02;17:52:00;26800,00
19/05/2025;Quarto 02;08:31:00;12775,00
20/05/2025;Quarto 02;15:07:00;22675,00
21/05/2025;Quarto 02;18:00:00;27000,00
22/05/2025;Quarto 02;07:38:00;11450,00
23/05/2025;Quarto 02;01:00:00;1500,00
24/05/2025;Quarto 02;10:49:00;16225,00
25/05/2025;Quarto 02;16:09:00;24225,00
26/05/2025;Quarto 02;03:25:00;5125,00
27/05/2025;Quarto 02;17:24:00;26100,00
28/05/2025;Quarto 02;02:45:00;4125,00
29/05/2025;Quarto 02;18:16:00;27400,00
30/05/2025;Quarto 02;09:42:00;14550,00
31/05/2025;Quarto 02;03:37:00;5425,00
01/06/2025;Quarto 02;22:14:00;33350,00
02/06/2025;Quarto 02;20:12:00;30300,00
03/06/2025;Quarto 02;14:11:00;21275,00
04/06/2025;Quarto 02;18:13:00;27325,00
05/06/2025;Quarto 02;08:18:00;12450,00
06/06/2025;Quarto 02;18:35:00;27875,00
07/06/2025;Quarto 02;03:02:00;4550,00
08/06/2025;Quarto 02;20:57:00;31425,00
09/06/2025;Quarto 02;11:00:00;16500,00
10/06/2025;Quarto 02;14:06:00;21150,00
11/06/2025;Quarto 02;12:26:00;18650,00
12/06/2025;Quarto 02;00:53:00;1325,00
13/06/2025;Quarto 02;18:04:00;27100,00
14/06/2025;Quarto 02;06:03:00;9075,00
15/06/2025;Quarto 02;11:33:00;17325,00
16/06/2025;Quarto 02;11:46:00;17650,00
17/06/2025;Quarto 02;11:31:00;17275,00
18/06/2025;Quarto 02;19:39:00;29475,00
19/06/2025;Quarto 02;17:50:00;26750,00
20/06/2025;Quarto 02;18:20:00;27500,00
21/06/2025;Quarto 02;06:14:00;9350,00
22/06/2025;Quarto 02;00:38:00;950,00
23/06/2025;Quarto 02;01:00:00;1500,00
24/06/2025;Quarto 02;11:24:00;17100,00
25/06/2025;Quarto 02;05:23:00;8075,00
26/06/2025;Quarto 02;17:02:00;25550,00
27/06/2025;Quarto 02;17:55:00;26875,00
28/06/2025;Quarto 02;04:46:00;7150,00
29/06/2025;Quarto 02;14:31:00;21775,00
30/06/2025;Quarto 02;10:11:00;15275,00
01/07/2025;Quarto 02;16:27:00;24675,00
02/07/2025;Quarto 02;08:29:00;12725,00
03/07/2025;Quarto 02;15:13:00;22825,00
04/07/2025;Quarto 02;00:08:00;200,00
05/07/2025;Quarto 02;14:04:00;21100,00
06/07/2025;Quarto 02;09:31:00;14275,00
07/07/2025;Quarto 02;13:01:00;19525,00
08/07/2025;Quarto 02;17:00:00;25500,00
09/07/2025;Quarto 02;07:20:00;11000,00
10/07/2025;Quarto 02;13:09:00;19725,00
11/07/2025;Quarto 02;10:36:00;15900,00
12/07/2025;Quarto 02;05:23:00;8075,00
13/07/2025;Quarto 02;11:09:00;16725,00
14/07/2025;Quarto 02;14:00:00;21000,00
15/07/2025;Quarto 02;21:00:00;31500,00
16/07/2025;Quarto 02;14:31:00;21775,00
17/07/2025;Quarto 02;17:54:00;26850,00
18/07/2025;Quarto 02;18:39:00;27975,00
19/07/2025;Quarto 02;21:30:00;32250,00
20/07/2025;Quarto 02;16:32:00;24800,00
21/07/2025;Quarto 02;09:16:00;13900,00
22/07/2025;Quarto 02;13:04:00;19600,00
23/07/2025;Quarto 02;16:13:00;24325,00
24/07/2025;Quarto 02;11:08:00;16700,00
25/07/2025;Quarto 02;13:38:00;20450,00
26/07/2025;Quarto 02;05:57:00;8925,00
27/07/2025;Quarto 02;15:32:00;23300,00
28/07/2025;Quarto 02;05:46:00;8650,00
29/07/2025;Quarto 02;10:20:00;15500,00
30/07/2025;Quarto 02;02:51:00;4275,00
31/07/2025;Quarto 02;01:00:00;1500,00
