Data;Sensor;Hora_Ativo;ConsumoWH
25/02/2025;Piscina;09:09:00;64050,00
26/02/2025;Piscina;09:44:00;68133,33
27/02/2025;Piscina;14:03:00;98350,00
28/02/2025;Piscina;02:03:00;14350,00
01/03/2025;Piscina;19:51:00;138950,00
02/03/2025;Piscina;07:14:00;50633,33
03/03/2025;Piscina;05:05:00;35583,33
04/03/2025;Piscina;16:56:00;118533,33
05/03/2025;Piscina;17:33:00;122850,00
06/03/2025;Piscina;07:30:00;52500,00
07/03/2025;Piscina;13:55:00;97416,67
08/03/2025;Piscina;12:48:00;89600,00
09/03/2025;Piscina;15:41:00;109783,33
10/03/2025;Piscina;17:22:00;121566,67
11/03/2025;Piscina;15:55:00;111416,67
12/03/2025;Piscina;20:05:00;140583,33
13/03/2025;Piscina;09:02:00;63233,33
14/03/2025;Piscina;09:18:00;65100,00
15/03/2025;Piscina;21:38:00;151433,33
16/03/2025;Piscina;14:45:00;103250,00
17/03/2025;Piscina;06:41:00;46783,33
18/03/2025;Piscina;14:38:00;102433,33
19/03/2025;Piscina;16:03:00;112350,00
20/03/2025;Piscina;06:57:00;48650,00
21/03/2025;Piscina;20:45:00;145250,00
22/03/2025;Piscina;09:53:00;69183,33
23/03/2025;Piscina;17:31:00;122616,67
24/03/2025;Piscina;10:38:00;74433,33
25/03/2025;Piscina;08:03:00;56350,00
26/03/2025;Piscina;20:23:00;142683,33
27/03/2025;Piscina;14:30:00;101500,00
28/03/2025;Piscina;15:35:00;109083,33
29/03/2025;Piscina;15:41:00;109783,33
30/03/2025;Piscina;14:22:00;100566,67
31/03/2025;Piscina;08:40:00;60666,67
01/04/2025;Piscina;04:13:00;29516,67
02/04/2025;Piscina;11:17:00;78983,33
03/04/2025;Piscina;10:42:00;74900,00
04/04/2025;Piscina;00:22:00;2566,67
05/04/2025;Piscina;17:42:00;123900,00
06/04/2025;Piscina;01:00:00;7000,00
07/04/2025;Piscina;19:51:00;138950,00
08/04/2025;Piscina;03:04:00;21466,67
09/04/2025;Piscina;19:46:00;138366,67
10/04/2025;Piscina;20:50:00;145833,33
11/04/2025;Piscina;12:40:00;88666,67
12/04/2025;Piscina;02:59:00;20883,33
13/04/2025;Piscina;20:10:00;141166,67
14/04/2025;Piscina;16:56:00;118533,33
15/04/2025;Piscina;12:04:00;84466,67
16/04/2025;Piscina;21:50:00;152833,33
17/04/2025;Piscina;13:25:00;93916,67
18/04/2025;Piscina;17:37:00;123316,67
19/04/2025;Piscina;17:59:00;125883,33
20/04/2025;Piscina;18:59:00;132883,33
21/04/2025;Piscina;20:12:00;141400,00
22/04/2025;Piscina;08:54:00;62300,00
23/04/2025;Piscina;16:57:00;118650,00
24/04/2025;Piscina;16:05:00;112583,33
25/04/2025;Piscina;06:51:00;47950,00
26/04/2025;Piscina;11:26:00;80033,33
27/04/2025;Piscina;16:46:00;117366,67
28/04/2025;Piscina;08:36:00;60200,00
29/04/2025;Piscina;20:04:00;140466,67
30/04/2025;Piscina;01:00:00;7000,00
01/05/2025;Piscina;14:31:00;101616,67
02/05/2025;Piscina;01:33:00;10850,00
03/05/2025;Piscina;11:50:00;82833,33
04/05/2025;Piscina;12:34:00;87966,67
05/05/2025;Piscina;09:29:00;66383,33
06/05/2025;Piscina;08:38:00;60433,33
07/05/2025;Piscina;12:16:00;85866,67
08/05/2025;Piscina;18:58:00;132766,67
09/05/2025;Piscina;14:03:00;98350,00
10/05/2025;Piscina;03:10:00;22166,67
11/05/2025;Piscina;15:56:00;111533,33
12/05/2025;Piscina;15:52:00;111066,67
13/05/2025;Piscina;16:56:00;118533,33
14/05/2025;Piscina;16:20:00;114333,33
15/05/2025;Piscina;10:12:00;71400,00
16/05/2025;Piscina;15:39:00;109550,00
17/05/2025;Piscina;12:54:00;90300,00
18/05/2025;Piscina;12:32:00;87733,33
19/05/2025;Piscina;14:14:00;99633,33
20/05/2025;Piscina;20:32:00;143733,33
21/05/2025;Piscina;14:12:00;99400,00
22/05/2025;Piscina;08:47:00;61483,33
23/05/2025;Piscina;09:50:00;68833,33
24/05/2025;Piscina;19:59:00;139883,33
25/05/2025;Piscina;01:57:00;13650,00
26/05/2025;Piscina;21:36:00;151200,00
27/05/2025;Piscina;08:19:00;58216,67
28/05/2025;Piscina;16:42:00;116900,00
29/05/2025;Piscina;19:57:00;139650,00
30/05/2025;Piscina;10:42:00;74900,00
31/05/2025;Piscina;19:20:00;135333,33
01/06/2025;Piscina;14:35:00;102083,33
02/06/2025;Piscina;14:38:00;102433,33
03/06/2025;Piscina;02:19:00;16216,67
04/06/2025;Piscina;12:52:00;90066,67
05/06/2025;Piscina;10:51:00;75950,00
06/06/2025;Piscina;09:19:00;65216,67
07/06/2025;Piscina;00:10:00;1166,67
08/06/2025;Piscina;09:39:00;67550,00
09/06/2025;Piscina;08:13:00;57516,67
10/06/2025;Piscina;15:32:00;108733,33
11/06/2025;Piscina;16:59:00;118883,33
12/06/2025;Piscina;15:09:00;106050,00
13/06/2025;Piscina;10:17:00;71983,33
14/06/2025;Piscina;16:36:00;116200,00
15/06/2025;Piscina;05:36:00;39200,00
16/06/2025;Piscina;00:13:00;1516,67
17/06/2025;Piscina;17:19:00;121216,67
18/06/2025;Piscina;08:57:00;62650,00
19/06/2025;Piscina;21:30:00;150500,00
20/06/2025;Piscina;03:59:00;27883,33
21/06/2025;Piscina;13:12:00;92400,00
22/06/2025;Piscina;16:26:00;115033,33
23/06/2025;Piscina;21:17:00;148983,33
24/06/2025;Piscina;11:44:00;82133,33
25/06/2025;Piscina;01:50:00;12833,33
26/06/2025;Piscina;19:57:00;139650,00
27/06/2025;Piscina;14:28:00;101266,67
28/06/2025;Piscina;11:48:00;82600,00
29/06/2025;Piscina;14:04:00;98466,67
30/06/2025;Piscina;02:46:00;19366,67
01/07/2025;Piscina;13:58:00;97766,67
02/07/2025;Piscina;19:05:00;133583,33
03/07/2025;Piscina;05:32:00;38733,33
04/07/2025;Piscina;04:50:00;33833,33
05/07/2025;Piscina;21:04:00;147466,67
06/07/2025;Piscina;08:36:00;60200,00
07/07/2025;Piscina;14:27:00;101150,00
08/07/2025;Piscina;11:02:00;77233,33
09/07/2025;Piscina;18:28:00;129266,67
10/07/2025;Piscina;03:26:00;24033,33
11/07/2025;Piscina;18:15:00;127750,00
12/07/2025;Piscina;17:37:00;123316,67
13/07/2025;Piscina;19:14:00;134633,33
14/07/2025;Piscina;02:17:00;15983,33
15/07/2025;Piscina;20:49:00;145716,67
16/07/2025;Piscina;03:54:00;27300,00
17/07/2025;Piscina;13:24:00;93800,00
18/07/2025;Piscina;11:27:00;80150,00
19/07/2025;Piscina;00:06:00;700,00
20/07/2025;Piscina;12:18:00;86100,00
21/07/2025;Piscina;02:25:00;16916,67
22/07/2025;Piscina;15:32:00;108733,33
23/07/2025;Piscina;09:53:00;69183,33
24/07/2025;Piscina;05:32:00;38733,33
25/07/2025;Piscina;12:00:00;84000,00
26/07/2025;Piscina;06:22:00;44566,67
27/07/2025;Piscina;08:06:00;56700,00
28/07/2025;Piscina;07:49:00;54716,67
29/07/2025;Piscina;17:56:00;125533,33
30/07/2025;Piscina;18:09:00;127050,00
31/07/2025;Piscina;01:00:00;7000,00
