Data;Sensor;Hora_Ativo;ConsumoWH
15/04/2025;Cozinha;10:41:00;32050,00
16/04/2025;Cozinha;14:06:00;42300,00
17/04/2025;Cozinha;15:40:00;47000,00
18/04/2025;Cozinha;01:00:00;3000,00
19/04/2025;Cozinha;17:35:00;52750,00
20/04/2025;Cozinha;11:49:00;35450,00
21/04/2025;Cozinha;19:57:00;59850,00
22/04/2025;Cozinha;18:03:00;54150,00
23/04/2025;Cozinha;13:20:00;40000,00
24/04/2025;Cozinha;11:25:00;34250,00
25/04/2025;Cozinha;00:49:00;2450,00
26/04/2025;Cozinha;10:59:00;32950,00
27/04/2025;Cozinha;05:40:00;17000,00
28/04/2025;Cozinha;19:26:00;58300,00
29/04/2025;Cozinha;13:19:00;39950,00
30/04/2025;Cozinha;06:49:00;20450,00
01/05/2025;Cozinha;10:35:00;31750,00
02/05/2025;Cozinha;17:27:00;52350,00
03/05/2025;Cozinha;14:19:00;42950,00
04/05/2025;Cozinha;18:39:00;55950,00
05/05/2025;Cozinha;04:38:00;13900,00
06/05/2025;Cozinha;08:34:00;25700,00
07/05/2025;Cozinha;11:38:00;34900,00
08/05/2025;Cozinha;21:19:00;63950,00
09/05/2025;Cozinha;10:18:00;30900,00
10/05/2025;Cozinha;17:21:00;52050,00
11/05/2025;Cozinha;15:54:00;47700,00
12/05/2025;Cozinha;09:06:00;27300,00
13/05/2025;Cozinha;15:41:00;47050,00
14/05/2025;Cozinha;16:24:00;49200,00
15/05/2025;Cozinha;13:15:00;39750,00
16/05/2025;Cozinha;14:54:00;44700,00
17/05/2025;Cozinha;01:40:00;5000,00
18/05/2025;Cozinha;07:47:00;23350,00
19/05/2025;Cozinha;14:36:00;43800,00
20/05/2025;Cozinha;15:23:00;46150,00
21/05/2025;Cozinha;12:19:00;36950,00
22/05/2025;Cozinha;12:55:00;38750,00
23/05/2025;Cozinha;15:00:00;45000,00
24/05/2025;Cozinha;11:28:00;34400,00
25/05/2025;Cozinha;02:13:00;6650,00
26/05/2025;Cozinha;16:13:00;48650,00
27/05/2025;Cozinha;04:00:00;12000,00
28/05/2025;Cozinha;12:28:00;37400,00
29/05/2025;Cozinha;14:57:00;44850,00
30/05/2025;Cozinha;06:02:00;18100,00
31/05/2025;Cozinha;12:26:00;37300,00
01/06/2025;Cozinha;17:29:00;52450,00
02/06/2025;Cozinha;09:46:00;29300,00
03/06/2025;Cozinha;10:33:00;31650,00
04/06/2025;Cozinha;06:47:00;20350,00
05/06/2025;Cozinha;13:33:00;40650,00
06/06/2025;Cozinha;13:18:00;39900,00
07/06/2025;Cozinha;07:30:00;22500,00
08/06/2025;Cozinha;17:38:00;52900,00
09/06/2025;Cozinha;13:25:00;40250,00
10/06/2025;Cozinha;12:50:00;38500,00
11/06/2025;Cozinha;18:19:00;54950,00
12/06/2025;Cozinha;18:39:00;55950,00
13/06/2025;Cozinha;10:19:00;30950,00
14/06/2025;Cozinha;00:44:00;2200,00
15/06/2025;Cozinha;16:03:00;48150,00
16/06/2025;Cozinha;12:19:00;36950,00
17/06/2025;Cozinha;05:22:00;16100,00
18/06/2025;Cozinha;11:51:00;35550,00
19/06/2025;Cozinha;03:36:00;10800,00
20/06/2025;Cozinha;02:30:00;7500,00
21/06/2025;Cozinha;10:09:00;30450,00
22/06/2025;Cozinha;06:36:00;19800,00
23/06/2025;Cozinha;17:13:00;51650,00
24/06/2025;Cozinha;10:58:00;32900,00
25/06/2025;Cozinha;12:59:00;38950,00
26/06/2025;Cozinha;09:04:00;27200,00
27/06/2025;Cozinha;12:29:00;37450,00
28/06/2025;Cozinha;18:41:00;56050,00
29/06/2025;Cozinha;16:30:00;49500,00
30/06/2025;Cozinha;14:56:00;44800,00
01/07/2025;Cozinha;20:09:00;60450,00
02/07/2025;Cozinha;08:20:00;25000,00
03/07/2025;Cozinha;11:29:00;34450,00
04/07/2025;Cozinha;09:48:00;29400,00
05/07/2025;Cozinha;06:16:00;18800,00
06/07/2025;Cozinha;17:45:00;53250,00
07/07/2025;Cozinha;04:17:00;12850,00
08/07/2025;Cozinha;18:15:00;54750,00
09/07/2025;Cozinha;14:11:00;42550,00
10/07/2025;Cozinha;19:57:00;59850,00
11/07/2025;Cozinha;16:44:00;50200,00
12/07/2025;Cozinha;14:48:00;44400,00
13/07/2025;Cozinha;17:52:00;53600,00
14/07/2025;Cozinha;19:12:00;57600,00
15/07/2025;Cozinha;10:21:00;31050,00
16/07/2025;Cozinha;16:16:00;48800,00
17/07/2025;Cozinha;07:56:00;23800,00
18/07/2025;Cozinha;04:36:00;13800,00
19/07/2025;Cozinha;19:47:00;59350,00
20/07/2025;Cozinha;15:19:00;45950,00
21/07/2025;Cozinha;11:22:00;34100,00
22/07/2025;Cozinha;20:56:00;62800,00
23/07/2025;Cozinha;19:24:00;58200,00
24/07/2025;Cozinha;14:48:00;44400,00
25/07/2025;Cozinha;01:00:00;3000,00
26/07/2025;Cozinha;23:10:00;69500,00
27/07/2025;Cozinha;19:56:00;59800,00
28/07/2025;Cozinha;10:31:00;31550,00
29/07/2025;Cozinha;05:52:00;17600,00
30/07/2025;Cozinha;10:20:00;31000,00
31/07/2025;Cozinha;01:00:00;3000,00
